Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Lee Creek,"Lee Creek, SH 101, near Short",Sequoyah,OK,US,7249985,220200050010-001AT,Chlorophyll a,Likely Downward,1,↓,-0.329,ug/L,-0.329,ug/L,-0.1575,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.57,-94.53,
Lee Creek,"Lee Creek, SH 101, near Short",Sequoyah,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.03756,mg/L,0.03756,mg/L,0.0812,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.53,190
Lee Creek,"Lee Creek, SH 101, near Short",Sequoyah,OK,US,,,"Temperature, water",Likely Upward,-1,↑,0.0738,deg C,0.0738,deg C,0.0867,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.53,190
Lee Creek,"Lee Creek, SH 101, near Short",Sequoyah,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.53,187
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,7249920,220200050040-001AT,Total Nitrogen,Likely Downward,1,↓,-0.0636,mg/L,-63.6,ug/L,-0.2429,Likely Downward,1,↓,-0.0163 10^6 kg/year,-0.2415,EGRET,35.57,-94.56,
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,7249920,220200050040-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,-0.0000511,mg/L,-0.0511,ug/L,-0.0039,No Likely Trend,0,No Significant Trend,-0.000966 10^6 kg/year,-0.2333,EGRET,35.57,-94.56,
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,7249920,220200050040-001AT,Specific Conductance,Likely Upward,-1,↑,5.66,uS/cm,5.66,uS/cm,0.0415,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.57,-94.56,
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,7249920,220200050040-001AT,Total hardness,No Likely Trend,0,No Significant Trend,-1.09,mg/L,-1.09,mg/L,-0.0169,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.57,-94.56,
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,7249920,220200050040-001AT,Chlorophyll a,Highly Likely Upward,-3,↑↑↑,0.416,ug/L,0.416,ug/L,0.554,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.57,-94.56,
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.56,146
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1671,deg C,0.1671,deg C,0.1436,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.56,144
Little Lee Creek,"Little Lee Creek, SH 101, near Nicut",Sequoyah,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.05014,NTU,-0.05014,NTU,-0.1848,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.57,-94.56,143
Little River (Canadian),Little River near Tecumseh,Pottawatomie,OK,US,7231000,520800010010-001AT,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.446,mg/L,446,ug/L,0.6274,Somewhat Likely Upward,-2,↑↑,0.407 10^6 kg/year,0.9204,EGRET,35.23,-97.12,
Little River (Canadian),Little River near Tecumseh,Pottawatomie,OK,US,7231000,520800010010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0904,mg/L,-90.4,ug/L,-0.4736,Likely Downward,1,↓,-0.0285 10^6 kg/year,-0.1613,EGRET,35.23,-97.12,
Little River (Canadian),Little River near Tecumseh,Pottawatomie,OK,US,7231000,520800010010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,30.5,uS/cm,30.5,uS/cm,0.0261,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.23,-97.12,
Little River (Canadian),Little River near Tecumseh,Pottawatomie,OK,US,7231000,520800010010-001AT,Total hardness,Likely Upward,-1,↑,26.9,mg/L,26.9,mg/L,0.0902,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.23,-97.12,
Little River (Canadian),Little River near Tecumseh,Pottawatomie,OK,US,7231000,520800010010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,-2.57,ug/L,-2.57,ug/L,-0.3405,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.23,-97.12,
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,41
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,1.895,deg C,1.895,deg C,0.5267,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,40
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,41
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,41
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Total Phosphorus,Likely Upward,-1,↑,0.002517,mg/L,2.517,ug/L,0.4606,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,35.17,-96.93,42
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,41
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,41
Little River,Little River near Tecumseh,Pottawatomie,OK,US,,,Total Nitrogen,Somewhat Likely Downward,2,↓↓,-0.04043,mg/L,-40.43,ug/L,-0.7243,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.17,-96.93,42
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,146
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.0599,mg/L,0.0599,mg/L,0.138,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,146
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,147
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Chlorophyll a,Somewhat Likely Downward,2,↓↓,-0.02833,ug/L,-0.02833,ug/L,-0.5272,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,63
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Total Phosphorus,Likely Downward,1,↓,-0.0001994,mg/L,-0.1994,ug/L,-0.2945,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,139
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,1.303,uS/cm,1.303,uS/cm,0.5969,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,147
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,146
Little River,"Little River, off SH 3, Cloudy",Pushmataha,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.33,-95.2,138
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Turbidity,Highly Likely Upward,-3,↑↑↑,0.4286,NTU,0.4286,NTU,0.459,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,131
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.04634,mg/L,0.04634,mg/L,0.1123,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,130
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1093,deg C,0.1093,deg C,0.11,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,129
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,88
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Total Phosphorus,Highly Likely Upward,-3,↑↑↑,0.0007987,mg/L,0.7987,ug/L,0.3084,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,128
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,130
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,131
Little River,"Little River, off US 70, near Holly Creek",Mccurtain,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.007435,mg/L,7.435,ug/L,0.2583,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-94.83,129
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,7338750,410210060010-001AT,Total Nitrogen,Likely Downward,1,↓,-0.0333,mg/L,-33.3,ug/L,-0.0641,Likely Downward,1,↓,-0.0422 10^6 kg/year,-0.068,EGRET,34.46,-94.63,
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,7338750,410210060010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,-0.00327,mg/L,-3.27,ug/L,-0.0886,No Likely Trend,0,No Significant Trend,-0.00357 10^6 kg/year,-0.0821,EGRET,34.46,-94.63,
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,7338750,410210060010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,23.2,uS/cm,23.2,uS/cm,0.4694,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.46,-94.63,
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,7338750,410210060010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,0.309,mg/L,0.309,mg/L,0.0223,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.46,-94.63,
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,7338750,410210060010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,0.207,ug/L,0.207,ug/L,0.0758,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.46,-94.63,
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.02349,mg/L,0.02349,mg/L,0.0641,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-94.63,243
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-94.63,241
Mountain Fork River,"Mountain Fork River, SH 4, Smithville",Mccurtain,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.05963,NTU,-0.05963,NTU,-0.1735,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-94.63,242
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,168
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.06097,mg/L,0.06097,mg/L,0.1384,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,166
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.07993,deg C,0.07993,deg C,0.1006,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,166
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Chlorophyll a,Likely Upward,-1,↑,0.02337,ug/L,0.02337,ug/L,0.2262,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,79
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Total Phosphorus,Likely Downward,1,↓,-0.00005718,mg/L,-0.05718,ug/L,-0.0933,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,167
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,0.7555,uS/cm,0.7555,uS/cm,0.4036,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,163
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,167
Mountain Fork River,"Mountain Fork River, US 70, Eagletown",Mccurtain,OK,US,,,Total Nitrogen,Likely Downward,1,↓,-0.002109,mg/L,-2.109,ug/L,-0.156,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.04,-94.62,167
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,7315700,311100040010-001AT,Total Nitrogen,Likely Upward,-1,↑,0.358,mg/L,358,ug/L,0.2753,No Likely Trend,0,No Significant Trend,0.00364 10^6 kg/year,0.0089,EGRET,33.94,-97.48,
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,7315700,311100040010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,-0.0346,mg/L,-34.6,ug/L,-0.1255,No Likely Trend,0,No Significant Trend,-0.0238 10^6 kg/year,-0.185,EGRET,33.94,-97.48,
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,7315700,311100040010-001AT,Specific Conductance,Likely Upward,-1,↑,175,uS/cm,175,uS/cm,0.265,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.94,-97.48,
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,7315700,311100040010-001AT,Total hardness,Likely Upward,-1,↑,49.9,mg/L,49.9,mg/L,0.2272,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.94,-97.48,
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,7315700,311100040010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,2.59,ug/L,2.59,ug/L,0.1186,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.94,-97.48,
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-97.48,179
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-97.48,180
Mud Creek,"Mud Creek, SH 32, Courtney",Love,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.94,-97.48,180
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,7335300,410400010070-001AT,Total Nitrogen,Likely Upward,-1,↑,0.112,mg/L,112,ug/L,0.1306,No Likely Trend,0,No Significant Trend,-0.0576 10^6 kg/year,-0.0248,EGRET,34.03,-95.75,
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,7335300,410400010070-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0984,mg/L,-98.4,ug/L,-0.4477,Highly Likely Downward,3,↓↓↓,-0.305 10^6 kg/year,-0.4436,EGRET,34.03,-95.75,
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,7335300,410400010070-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,126,uS/cm,126,uS/cm,0.4147,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.03,-95.75,
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,7335300,410400010070-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,22.7,mg/L,22.7,mg/L,0.1744,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.03,-95.75,
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,7335300,410400010070-001AT,Chlorophyll a,Likely Upward,-1,↑,2.71,ug/L,2.71,ug/L,0.2998,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.03,-95.75,
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.04882,mg/L,0.04882,mg/L,0.1357,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.03,-95.75,175
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.03,-95.75,175
Muddy Boggy Creek,"Muddy Boggy Creek, US 70, Unger",Choctaw,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.6729,NTU,-0.6729,NTU,-0.371,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.03,-95.75,174
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,180
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.02783,mg/L,0.02783,mg/L,0.096,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,180
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,"Temperature, water",Somewhat Likely Upward,-2,↑↑,0.06963,deg C,0.06963,deg C,0.0922,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,180
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,61
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Total Phosphorus,Likely Downward,1,↓,-0.001138,mg/L,-1.138,ug/L,-0.3034,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,179
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,2.688,uS/cm,2.688,uS/cm,0.2487,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,180
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,1.152,mg/L,1.152,mg/L,0.2758,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,180
Muddy Boggy Creek,"Muddy Boggy River, US 69, Atoka",Atoka,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.01309,mg/L,13.09,ug/L,0.2773,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.39,-96.12,182
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-2.91,NTU,-2.91,NTU,-1.535,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,68
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,68
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,68
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,70
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,67
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,69
Neosho River,"Neosho River, off SH 137, Connor Bridge",Ottawa,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.8,-94.82,68
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Turbidity,Likely Downward,1,↓,-0.8737,NTU,-0.8737,NTU,-0.7037,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,134
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.0409,mg/L,0.0409,mg/L,0.0882,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,136
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,135
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,98
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,139
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,136
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Total hardness,Somewhat Likely Upward,-2,↑↑,2.292,mg/L,2.292,mg/L,0.2131,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,136
Neosho River,"Neosho River, off US 66, Commerce",Ottawa,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.96,139
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.1039,NTU,-0.1039,NTU,-0.3491,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,151
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.05119,mg/L,0.05119,mg/L,0.1327,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,155
Neosho River,"Neosho River, SH 82, Langley",Mayes,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.44,-95.06,154
